"","Region","Treatment","Metabolite","Intensity"
"8941","Hippocampus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1219806
"8942","Hippocampus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",550412
"8943","Hippocampus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1022490
"8944","Hippocampus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1708275
"8945","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",147457
"8946","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",927682
"8947","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",682410
"8948","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",211346
"8949","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",230251
"8950","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",75068
"8951","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",139252
"8952","Hippocampus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",211777
"8953","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",144374
"8954","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",262772
"8955","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",52325
"8956","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",276324
"8957","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",67651
"8958","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",236546
"8959","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",236923
"8960","Basal ganglia","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",76451
"8961","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1522956
"8962","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",71629
"8963","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",988618
"8964","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1729483
"8965","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",78169
"8966","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1362994
"8967","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",309471
"8968","Basal ganglia","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",175091
"8969","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1888610
"8970","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1925964
"8971","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1889447
"8972","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",2267427
"8973","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",2464335
"8974","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1345640
"8975","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",660855
"8976","Basal ganglia","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",3506902
"8977","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",622068
"8978","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1031391
"8979","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",893183
"8980","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",342620
"8981","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1891921
"8982","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1253191
"8983","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",611561
"8984","Hypothalamus","Control","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",989896
"8985","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",859963
"8986","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",994300
"8987","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",403051
"8988","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",2305346
"8989","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",1700809
"8990","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",321006
"8991","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",137574
"8992","Hypothalamus","C4","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",606775
"8993","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",221137
"8994","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",291335
"8995","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",380433
"8996","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",263332
"8997","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",443828
"8998","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",167272
"8999","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",183153
"9000","Hypothalamus","Est","Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",11662
"9001","Hippocampus","Control","Diethyltoluamide",609728
"9002","Hippocampus","Control","Diethyltoluamide",367640
"9003","Hippocampus","Control","Diethyltoluamide",307005
"9004","Hippocampus","Control","Diethyltoluamide",375225
"9005","Hippocampus","Control","Diethyltoluamide",429668
"9006","Hippocampus","Control","Diethyltoluamide",375117
"9007","Hippocampus","Control","Diethyltoluamide",342737
"9008","Hippocampus","Control","Diethyltoluamide",471771
"9009","Hippocampus","C4","Diethyltoluamide",319460
"9010","Hippocampus","C4","Diethyltoluamide",318712
"9011","Hippocampus","C4","Diethyltoluamide",265881
"9012","Hippocampus","C4","Diethyltoluamide",349138
"9013","Hippocampus","C4","Diethyltoluamide",268185
"9014","Hippocampus","C4","Diethyltoluamide",261233
"9015","Hippocampus","C4","Diethyltoluamide",278733
"9016","Hippocampus","C4","Diethyltoluamide",283411
"9017","Hippocampus","Est","Diethyltoluamide",125207
"9018","Hippocampus","Est","Diethyltoluamide",248618
"9019","Hippocampus","Est","Diethyltoluamide",256790
"9020","Hippocampus","Est","Diethyltoluamide",261923
"9021","Hippocampus","Est","Diethyltoluamide",271847
"9022","Hippocampus","Est","Diethyltoluamide",217541
"9023","Hippocampus","Est","Diethyltoluamide",255950
"9024","Hippocampus","Est","Diethyltoluamide",215634
"9025","Basal ganglia","Control","Diethyltoluamide",787731
"9026","Basal ganglia","Control","Diethyltoluamide",237440
"9027","Basal ganglia","Control","Diethyltoluamide",175474
"9028","Basal ganglia","Control","Diethyltoluamide",181055
"9029","Basal ganglia","Control","Diethyltoluamide",209767
"9030","Basal ganglia","Control","Diethyltoluamide",683587
"9031","Basal ganglia","Control","Diethyltoluamide",200345
"9032","Basal ganglia","Control","Diethyltoluamide",185798
"9033","Basal ganglia","C4","Diethyltoluamide",227669
"9034","Basal ganglia","C4","Diethyltoluamide",985706
"9035","Basal ganglia","C4","Diethyltoluamide",220989
"9036","Basal ganglia","C4","Diethyltoluamide",558190
"9037","Basal ganglia","C4","Diethyltoluamide",991865
"9038","Basal ganglia","C4","Diethyltoluamide",718699
"9039","Basal ganglia","C4","Diethyltoluamide",801878
"9040","Basal ganglia","C4","Diethyltoluamide",79116
"9041","Basal ganglia","Est","Diethyltoluamide",309278
"9042","Basal ganglia","Est","Diethyltoluamide",277317
"9043","Basal ganglia","Est","Diethyltoluamide",214500
"9044","Basal ganglia","Est","Diethyltoluamide",282327
"9045","Basal ganglia","Est","Diethyltoluamide",389298
"9046","Basal ganglia","Est","Diethyltoluamide",553560
"9047","Basal ganglia","Est","Diethyltoluamide",480318
"9048","Basal ganglia","Est","Diethyltoluamide",468409
"9049","Hypothalamus","Control","Diethyltoluamide",377283
"9050","Hypothalamus","Control","Diethyltoluamide",332622
"9051","Hypothalamus","Control","Diethyltoluamide",382307
"9052","Hypothalamus","Control","Diethyltoluamide",999963
"9053","Hypothalamus","Control","Diethyltoluamide",356000
"9054","Hypothalamus","Control","Diethyltoluamide",344321
"9055","Hypothalamus","Control","Diethyltoluamide",351970
"9056","Hypothalamus","Control","Diethyltoluamide",500604
"9057","Hypothalamus","C4","Diethyltoluamide",317249
"9058","Hypothalamus","C4","Diethyltoluamide",327527
"9059","Hypothalamus","C4","Diethyltoluamide",406552
"9060","Hypothalamus","C4","Diethyltoluamide",522416
"9061","Hypothalamus","C4","Diethyltoluamide",590756
"9062","Hypothalamus","C4","Diethyltoluamide",266911
"9063","Hypothalamus","C4","Diethyltoluamide",123878
"9064","Hypothalamus","C4","Diethyltoluamide",342239
"9065","Hypothalamus","Est","Diethyltoluamide",875760
"9066","Hypothalamus","Est","Diethyltoluamide",660271
"9067","Hypothalamus","Est","Diethyltoluamide",297756
"9068","Hypothalamus","Est","Diethyltoluamide",587243
"9069","Hypothalamus","Est","Diethyltoluamide",366138
"9070","Hypothalamus","Est","Diethyltoluamide",441690
"9071","Hypothalamus","Est","Diethyltoluamide",450885
"9072","Hypothalamus","Est","Diethyltoluamide",198175
"9073","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2968357
"9074","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4397853
"9075","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",6354528
"9076","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3073829
"9077","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2637399
"9078","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2751693
"9079","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",8209230
"9080","Hippocampus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3319496
"9081","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4595735
"9082","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3571470
"9083","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5198594
"9084","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2440031
"9085","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5338106
"9086","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3597282
"9087","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2214337
"9088","Hippocampus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5244992
"9089","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",660812
"9090","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3742269
"9091","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2694912
"9092","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1343760
"9093","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4720490
"9094","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",473768
"9095","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5681273
"9096","Hippocampus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1968723
"9097","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2921234
"9098","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2567012
"9099","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",864991
"9100","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2553593
"9101","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",716254
"9102","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3999817
"9103","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2007031
"9104","Basal ganglia","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1688704
"9105","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",7740054
"9106","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",8271287
"9107","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5460206
"9108","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",13096334
"9109","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",19278654
"9110","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",10182114
"9111","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5031230
"9112","Basal ganglia","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1265844
"9113","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",12951409
"9114","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",14750974
"9115","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",13901396
"9116","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",8027522
"9117","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",9373144
"9118","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5656956
"9119","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4805834
"9120","Basal ganglia","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",20139904
"9121","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4661455
"9122","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4863303
"9123","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",7324420
"9124","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",6047830
"9125","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",11219793
"9126","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",7359923
"9127","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",248229
"9128","Hypothalamus","Control","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",7527888
"9129","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",5899074
"9130","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",4224588
"9131","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",6098409
"9132","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",6774371
"9133","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",7330338
"9134","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1463652
"9135","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1090970
"9136","Hypothalamus","C4","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2590281
"9137","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",3069154
"9138","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2040763
"9139","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1552564
"9140","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2001694
"9141","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",2606342
"9142","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1319504
"9143","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1822871
"9144","Hypothalamus","Est","9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",1157075
"9145","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8104014
"9146","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",9511237
"9147","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8225134
"9148","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",10051327
"9149","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",7640694
"9150","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",6880686
"9151","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",5555530
"9152","Hippocampus","Control","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",6525965
"9153","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8623960
"9154","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8665744
"9155","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8861843
"9156","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",8752932
"9157","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",5791106
"9158","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",6976675
"9159","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",6368479
"9160","Hippocampus","C4","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",6076076
"9161","Hippocampus","Est","2-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",3061736
